Series Name,Series Code,Time,Time Code,Argentina [ARG],Bolivia [BOL],Brazil [BRA],Colombia [COL]
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1986,YR1986,74.4614934030764,230.105160476942,145.271542150723,29.1515763083597
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1985,YR1985,625.802140302372,12338.6616629944,231.723499124293,24.906333120903
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1984,YR1984,606.735941195734,1443.39738214174,212.785781701474,22.1750048587723
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1983,YR1983,382.349434835889,265.197960465943,140.195627939455,20.3902251110138
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1982,YR1982,207.61768137585,158.282749804819,104.832363561649,24.7663837347139
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1981,YR1981,106.36409900024,29.4860345796683,107.214033798803,22.7822711430777
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1980,YR1980,90.8408016044117,25.0489446956075,87.3068753367621,27.6026403490754
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1979,YR1979,147.37704407528,19.7971736438941,56.4805742112619,24.0362299916863
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1978,YR1978,161.372171992643,14.1038108031519,41.0598003048689,17.1068958546829
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1977,YR1977,159.427177687849,12.5365012676628,46.1795652742129,29.1658281068236
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1976,YR1976,438.322779813229,8.60289398171376,47.6269851503872,25.3512496762523
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1975,YR1975,197.697364498815,6.69527765816242,33.8622773005364,22.8972933958916
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1974,YR1974,30.6304413617118,61.5395684181148,34.8001857123147,25.380985785896
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1973,YR1973,65.5352873679864,42.9501653341556,22.6648530211538,20.1560028146517
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1972,YR1972,64.2447859502427,18.9960333792617,19.1444079133159,12.9678336472566
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1971,YR1971,31.2710638868093,2.50590811697289,20.253892909884,10.8173410723478
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1970,YR1970,6.46787460964742,5.97276446104415,17.0922847843785,11.8787256876747
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,2000,YR2000,8.9463698600428,7.8478142901516,9.34562892885387,5.13109103529753
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,2001,YR2001,6.88255469977392,6.94006691934676,9.37228439234048,6.48992732889716
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,2002,YR2002,5.62630038866257,6.26777249898804,10.6981611559145,7.10003044547891
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,2003,YR2003,11.7857879407001,5.58399649216916,10.9158831389842,9.35328637173733
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,2004,YR2004,8.94727727201435,6.21160836524361,8.35150108814621,6.67573658062372
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,2005,YR2005,5.67479209087472,5.80218338042036,7.34123463000095,7.11982750016408
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,2006,YR2006,10.4737983963522,3.85456675777934,5.86125688954818,6.47778800339309
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,2007,YR2007,3.41140910817649,5.95153698053809,4.10912714398731,4.21006568730586
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,2008,YR2008,2.45576312794933,5.92612379868704,3.50232107994222,3.3008434756458
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,2009,YR2009,4.93824295719434,3.55858304121077,2.80351562296284,3.84522086770416
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,2010,YR2010,3.99797344198179,3.53601896365643,2.18020950081432,3.50226464026194
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,2011,YR2011,3.56588727367018,1.99931363342471,2.43088518382438,3.14806813207141
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,2012,YR2012,2.78666121463178,2.55993976165306,2.05113192883939,4.38323462631703
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,2013,YR2013,,,,
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,1999,YR1999,9.14019539301381,5.24666982117235,12.0036111789226,7.31309355807525
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,1998,YR1998,6.61640072442392,5.26772038981664,6.22951805726754,4.64640494056971
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,1997,YR1997,5.63272138954181,6.23054395468291,4.51614350532505,4.316467793682
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,1996,YR1996,4.86331718220275,5.79079423850003,3.05493071073135,5.68308242553315
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,1995,YR1995,3.50850786076485,5.82254487285181,2.85459132765575,4.78907886067392
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,1994,YR1994,2.27928557775864,6.11659540219242,2.9787719930228,6.95992377531998
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,1993,YR1993,2.512948231269,6.20887118959922,2.6417288802181,6.90339238551084
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,1992,YR1992,2.18868020140677,5.40055597234026,2.27235706136556,8.52601953894967
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,1991,YR1991,2.96385997664256,6.59642955794419,2.10841099195454,9.57997660498537
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,1990,YR1990,4.57623881769934,8.47097097670407,1.82882382217431,10.2389696067371
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,1989,YR1989,6.24736766870687,6.68064617120309,3.16296350797866,10.4663288167341
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,1988,YR1988,4.18793105031277,8.7252858997603,5.33274202396728,8.83707864322069
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,1987,YR1987,5.91382856686156,5.59550955133162,4.24924000350282,8.17070532119431
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,1986,YR1986,6.93891513718712,7.0186973497884,4.55975316060991,6.76850176041511
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,1985,YR1985,7.44709772337068,7.49546780890052,5.46341992417108,6.00732863048429
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,1984,YR1984,8.40512107284361,9.43702471265847,6.98567071034232,4.47855952706972
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,1983,YR1983,6.95887396527895,8.88555371980532,6.98208638916149,4.34088603340947
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,1982,YR1982,6.17646704313095,10.5269380433346,7.21192540536001,4.00519717944782
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,1981,YR1981,7.04298876518258,5.87343755262913,7.09598981109671,3.17490841281762
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,1980,YR1980,5.58549922538477,8.16454090179273,6.51638112905131,2.92934459881165
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,1979,YR1979,3.32486595355772,6.58764365209182,5.19011485538002,2.60742529198111
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,1978,YR1978,5.77491790873002,9.71992422484366,4.31604695169079,2.17040358799263
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,1977,YR1977,3.32217158376015,5.20178137193029,3.33904301291959,2.06762462616236
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,1976,YR1976,3.19851110632636,5.0255535605152,2.87522369943744,2.60129475272455
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,1975,YR1975,3.0497735801787,3.67417225309301,3.57013246231204,2.58148204541543
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,1974,YR1974,2.28818865484124,3.74963784374714,3.28239503410547,3.52012001182585
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,1973,YR1973,2.63490418800316,4.88577439709514,2.45318088840461,3.64212734016348
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,1972,YR1972,3.33427679540732,3.9260723820597,2.07236987271234,3.99035219430813
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,1971,YR1971,0.187440908003515,0.206466245354654,0.282473822096093,0.150898349200497
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,1970,YR1970,0.208581184103089,0.0197650233629983,0.249982224780981,0.415698469340209
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2000,YR2000,147029336000,5884717000,242511682000,33159155000
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2001,YR2001,149706909000,4786280000,229959721000,35474452000
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2002,YR2002,145644399000,5098803000,231944172000,32446907000
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2003,YR2003,161120874000,5858556000,235907976000,36209852000
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2004,YR2004,164915417000,6279182000,220693598000,37211052000
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2005,YR2005,127451690000,6960683000,188364548000,37162426000
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2006,YR2006,118410945000,5851138000,194303020000,37607625000
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2007,YR2007,120418047000,5420620000,238444455000,43391331000
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2008,YR2008,122496973000,5936182000,262951108000,46246191000
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2009,YR2009,127334685000,6020521000,281648395000,53046502000
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2010,YR2010,117356875000,6049860000,352363500000,63815263000
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2011,YR2011,122978166000,6473617000,404045893000,76781906000
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2012,YR2012,121012679000,6909295000,440478441000,79051011000
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2013,YR2013,,,,
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,1999,YR1999,150014418000,5652469000,245114989000,33680392000
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,1998,YR1998,140105444000,5685478000,242025906000,32930043000
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,1997,YR1997,126837492000,5310457000,198999819000,31767290000
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,1996,YR1996,111386695000,5272683000,181813098000,28697868000
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,1995,YR1995,98773129000,5356379000,160987778000,25073417000
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,1994,YR1994,75094059000,4965192000,152897847000,22013988000
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,1993,YR1993,64681396000,4400361000,144594938000,18865650000
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,1992,YR1992,68605634000,4332369000,129531169000,17451116000
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,1991,YR1991,65675403000,4158856000,121330757000,17371252000
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,1990,YR1990,62510868000,4369980000,120303909000,17404181000
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,1989,YR1989,65538430000,4229853000,114950716000,17075302000
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,1988,YR1988,59108556000,5001707000,118034779000,17214281000
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,1987,YR1987,58722661000,5934541000,120471145000,17238841000
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,1986,YR1986,52688153000,5670013000,109644566000,15584802000
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,1985,YR1985,51156731000,4898178000,104174204000,14477395000
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,1984,YR1984,49060894000,4412206000,104364284000,12274127000
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,1983,YR1983,46108325000,4164922000,99022219000,11639495000
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,1982,YR1982,43787000000,3422088000,94428715000,10519982000
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,1981,YR1981,35809459000,3310318000,81914151000,8925378000
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,1980,YR1980,27322462000,2784674000,71983914000,7135606000
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,1979,YR1979,21176832000,2633583000,61795267000,6056967000
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,1978,YR1978,13507656000,2238360000,55032105000,5286645000
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,1977,YR1977,11675730000,1803420000,42500190000,5232471000
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,1976,YR1976,9501618000,1360673000,33801314000,4123792000
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,1975,YR1975,7901570000,1080565000,27781562000,3934673000
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,1974,YR1974,7798535000,946415000,22464944000,3515016000
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,1973,YR1973,7374659000,851175000,15066010000,3326835000
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,1972,YR1972,6893777000,809514000,11863652000,2964724000
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,1971,YR1971,0,0,0,760000
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,1970,YR1970,0,0,1500000,5896000
External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,2000,YR2000,53.1451824648661,72.0078397708628,38.6849620861754,33.9755064163948
External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,2001,YR2001,57.3655627083573,60.3539320747671,43.0444891815033,37.1132001505716
External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,2002,YR2002,153.835998964506,66.2114693585076,47.6760503459468,34.1338243530248
External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,2003,YR2003,132.45732703499,75.2970990103931,44.1321859326875,39.674038018941
External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,2004,YR2004,114.361240571204,74.8525776744781,34.2815858018427,32.9961976436265
External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,2005,YR2005,72.0128634703884,75.8836188027371,21.9825201031427,26.3452212501817
External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,2006,YR2006,56.6874149366579,52.9294330934921,18.2960558432022,23.9787557780297
External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,2007,YR2007,47.1284896135656,42.9163294293122,17.8115943680333,21.7541514021916
External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,2008,YR2008,38.3502569147291,36.7841018557286,16.2878695599446,19.7780612874125
External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,2009,YR2009,42.7714416864786,36.1241719438332,17.7347376579243,23.6243905665296
External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,2010,YR2010,32.7246626046239,32.2047437246494,16.7444013162408,23.2060882659148
External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,2011,YR2011,28.2563724465458,28.4081078017797,16.6277624576366,23.9678835954884
External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,2012,YR2012,26.2766615897308,27.19570427145,19.864168079902,22.3862805591124
External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,2013,YR2013,,,,
External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,1999,YR1999,54.3414335341358,69.8786495315003,43.1488632667185,39.7774821687175
External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,1998,YR1998,48.0566930322218,68.2095298868102,29.3178496947311,34.0592054756868
External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,1997,YR1997,44.2495600336658,68.7034579035784,23.2741352280735,30.4610085666827
External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,1996,YR1996,41.7729347304311,72.9011016569202,21.9709225739982,30.174342110403
External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,1995,YR1995,38.9848661652117,82.4824195035475,21.2416721195477,27.5750777210704
External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,1994,YR1994,29.5944759176097,85.7040036525642,28.4662487203305,27.4312245805186
External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,1993,YR1993,27.6792973912601,79.5710421541342,33.8131554583748,34.9726097646068
External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,1992,YR1992,30.556373742589,79.4366818111745,33.8025913018172,36.963116268246
External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,1991,YR1991,35.7208433051315,81.5340540800261,30.4690796071419,44.0814696135791
External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,1990,YR1990,46.2529452375214,94.4557717280079,26.7537143756847,45.5683071915616
External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,1989,YR1989,93.3337106655155,94.6976323235432,25.6295227074596,45.5072775641202
