Series Name,Series Code,Time,Time Code,Argentina [ARG],Bolivia [BOL],Brazil [BRA],Colombia [COL]
External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,1988,YR1988,48.9650095888757,115.31047022462,37.2141235377783,45.7361870455287
External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,1987,YR1987,55.4286170087441,145.99758856382,42.5760050562649,49.7035293712607
External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,1986,YR1986,49.7423040164383,155.366169828947,42.8008396241352,46.4203779844943
External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,1985,YR1985,61.1392389466937,98.9868819146172,49.3567225668095,43.6330635585013
External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,1984,YR1984,65.4173148195891,76.8641838979158,52.9379045567303,33.4301963058075
External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,1983,YR1983,47.0146862347183,79.377206648719,51.7231884400676,31.1653236098332
External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,1982,YR1982,55.2560374613824,65.6494920213416,35.3362182244793,27.8438182203061
External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,1981,YR1981,46.6013493809875,52.5594408899802,32.420823198108,24.8286253386687
External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,1980,YR1980,35.8155577926341,61.3134653451204,31.6691353490188,21.4997838931977
External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,1979,YR1979,30.8582476618649,58.2364566651682,28.2240777450832,21.8992290989168
External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,1978,YR1978,23.403467046345,57.6459838744765,28.0660358098265,23.0545882045094
External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,1977,YR1977,20.7239885053606,53.8976659950275,24.5306508700691,27.292460419676
External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,1976,YR1976,18.5632850959226,47.6249628427245,22.4805653604269,27.5001371287985
External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,1975,YR1975,14.8670763336181,42.9957216415973,22.7686649307175,30.7990724580368
External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,1974,YR1974,10.7299763214897,43.1990249292734,21.5334932729557,28.8631989388249
External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,1973,YR1973,13.9877624816044,64.5933494213826,19.2215548682914,32.9270430277965
External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,1972,YR1972,20.1575372608867,61.6517731623184,20.4280345458246,35.1157720794018
External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,1971,YR1971,0,0,0,0.00997414727712449
External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,1970,YR1970,0,0,0.00359465975009559,0.0844517323144468
GNI growth (annual %),NY.GNP.MKTP.KD.ZG,2000,YR2000,-0.833232001223081,2.20733404216679,4.79396860039205,3.84898301284895
GNI growth (annual %),NY.GNP.MKTP.KD.ZG,2001,YR2001,-4.62225687246873,1.77225566740613,0.566679295937107,1.33033334393913
GNI growth (annual %),NY.GNP.MKTP.KD.ZG,2002,YR2002,-15.432083696771,2.45895826951012,2.6098746743527,2.22258775842494
GNI growth (annual %),NY.GNP.MKTP.KD.ZG,2003,YR2003,10.3886687779713,1.46472748486586,1.42832097708396,3.21349621212607
GNI growth (annual %),NY.GNP.MKTP.KD.ZG,2004,YR2004,9.54359603796743,3.36113433623721,5.9490453360157,5.21887113155233
GNI growth (annual %),NY.GNP.MKTP.KD.ZG,2005,YR2005,12.1779861076639,4.89897462089306,3.32795022861316,4.59289541402288
GNI growth (annual %),NY.GNP.MKTP.KD.ZG,2006,YR2006,9.57472009385853,5.17011508609791,4.36192234031671,6.74482859127879
GNI growth (annual %),NY.GNP.MKTP.KD.ZG,2007,YR2007,,4.31332308071563,6.5446157492083,6.643468452863
GNI growth (annual %),NY.GNP.MKTP.KD.ZG,2008,YR2008,,6.67356913647279,4.81743182104499,3.09547942298592
GNI growth (annual %),NY.GNP.MKTP.KD.ZG,2009,YR2009,,2.76981460315528,0.0825886464254779,1.92758103289954
GNI growth (annual %),NY.GNP.MKTP.KD.ZG,2010,YR2010,,3.33583670116211,7.67920201549583,3.6260915224869
GNI growth (annual %),NY.GNP.MKTP.KD.ZG,2011,YR2011,,4.53054677213936,2.6175296142419,5.80316356161974
GNI growth (annual %),NY.GNP.MKTP.KD.ZG,2012,YR2012,,3.62427627716299,1.23584815396723,4.73726539921624
GNI growth (annual %),NY.GNP.MKTP.KD.ZG,2013,YR2013,,,,
GNI growth (annual %),NY.GNP.MKTP.KD.ZG,1999,YR1999,-3.52564736149785,-0.0194569245607426,-0.767533989456908,-4.18826089163379
GNI growth (annual %),NY.GNP.MKTP.KD.ZG,1998,YR1998,3.48180080192626,5.61705396989109,-0.28638891378192,1.04458003796044
GNI growth (annual %),NY.GNP.MKTP.KD.ZG,1997,YR1997,7.99886612739114,4.67857671029317,2.93212648407753,3.30990899158326
GNI growth (annual %),NY.GNP.MKTP.KD.ZG,1996,YR1996,5.28371025662484,5.43719709081904,2.13513107378979,1.64330978371238
GNI growth (annual %),NY.GNP.MKTP.KD.ZG,1995,YR1995,-3.21253873874377,4.49544350161837,4.64899345632881,5.27495553504205
GNI growth (annual %),NY.GNP.MKTP.KD.ZG,1994,YR1994,5.68704768442379,5.10754815928949,6.16482555312049,7.52708365299523
GNI growth (annual %),NY.GNP.MKTP.KD.ZG,1993,YR1993,6.51546309605263,4.12563690231229,4.08055655436515,3.30533758471687
GNI growth (annual %),NY.GNP.MKTP.KD.ZG,1992,YR1992,13.3395187215233,2.89602669866001,-0.122292665887414,5.43989443485412
GNI growth (annual %),NY.GNP.MKTP.KD.ZG,1991,YR1991,14.2226604340623,5.87411440624199,1.9568177893464,3.03869591604686
GNI growth (annual %),NY.GNP.MKTP.KD.ZG,1990,YR1990,2.08331061724252,5.03798656491124,-3.63526520092778,5.94193911557906
GNI growth (annual %),NY.GNP.MKTP.KD.ZG,1989,YR1989,-11.5655410260145,4.23717841010394,4.14769373244089,2.19865205542395
GNI growth (annual %),NY.GNP.MKTP.KD.ZG,1988,YR1988,-2.32629103278097,3.32450270176746,-0.385080249342224,4.81010222933887
GNI growth (annual %),NY.GNP.MKTP.KD.ZG,1987,YR1987,2.81361652212462,4.45253444479322,4.36555349245029,4.69851038623918
GNI growth (annual %),NY.GNP.MKTP.KD.ZG,1986,YR1986,8.98024273314118,-2.27540099399243,9.06343968970225,6.76037333536411
GNI growth (annual %),NY.GNP.MKTP.KD.ZG,1985,YR1985,-7.82937940236928,-3.14934027701452,8.42181843234297,2.12180950360754
GNI growth (annual %),NY.GNP.MKTP.KD.ZG,1984,YR1984,2.77136722007909,-3.86773488049089,5.30145130165891,2.83684592413707
GNI growth (annual %),NY.GNP.MKTP.KD.ZG,1983,YR1983,4.21266952279117,-0.533739767942762,-4.21762812014248,1.02294481834619
GNI growth (annual %),NY.GNP.MKTP.KD.ZG,1982,YR1982,-8.55983256818882,-16.117173841816,-0.462353224103495,-0.912113823631998
GNI growth (annual %),NY.GNP.MKTP.KD.ZG,1981,YR1981,-7.09039082626873,7.11752211682177,-5.25121440644627,1.69249715179762
GNI growth (annual %),NY.GNP.MKTP.KD.ZG,1980,YR1980,4.17125860843797,-3.46589902468818,8.45813474519197,4.49851948374183
GNI growth (annual %),NY.GNP.MKTP.KD.ZG,1979,YR1979,9.92339867638236,-0.755079067213671,6.42319038977048,5.86624981622339
GNI growth (annual %),NY.GNP.MKTP.KD.ZG,1978,YR1978,-4.36245395168554,1.61092172520074,2.49477614004414,8.60419215048522
GNI growth (annual %),NY.GNP.MKTP.KD.ZG,1977,YR1977,6.0641630441705,4.05564794721758,4.44040486775521,4.90551070885634
GNI growth (annual %),NY.GNP.MKTP.KD.ZG,1976,YR1976,-3.29703923224672,4.7467768065296,9.60276477284394,4.97694491432297
GNI growth (annual %),NY.GNP.MKTP.KD.ZG,1975,YR1975,0.984474247220774,7.05449759807834,4.55928573600015,1.29085609442494
GNI growth (annual %),NY.GNP.MKTP.KD.ZG,1974,YR1974,5.52602577070485,3.2407410195904,9.4813536271672,6.31619347159172
GNI growth (annual %),NY.GNP.MKTP.KD.ZG,1973,YR1973,4.78327558293718,5.67250466563269,13.5649000824355,7.33185970139016
GNI growth (annual %),NY.GNP.MKTP.KD.ZG,1972,YR1972,-0.953874723872275,7.5440527279592,12.3582735817903,7.55443735179134
GNI growth (annual %),NY.GNP.MKTP.KD.ZG,1971,YR1971,10.9300639678377,5.84252649183532,11.715435249756,6.47202447598785
GNI growth (annual %),NY.GNP.MKTP.KD.ZG,1970,YR1970,-0.141851508642759,,9.20361133248639,5.62295281022469
,,,,,,,
,,,,,,,
,,,,,,,
Data from database: WDI,,,,,,,
Last Updated: 05/06/2014,,,,,,,
